song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Hey Jude,1969-01-18,Wilson Pickett,26,27.0,26,5,a1c9dd97-c627-4ac7-97c9-0d1c331ea8a0,,,,,,,,,
Hang 'Em High,1969-01-18,Booker T. & The MG's,27,31.0,27,11,fd7c5062-d369-46d2-a0e1-febe4b477c0e,,,,,,,,,
Bella Linda,1969-01-18,The Grass Roots,28,38.0,28,8,535a13de-c8b9-41b0-a792-ea866b76cff0,,,,,,,,,
California Soul,1969-01-18,The 5th Dimension,29,34.0,29,5,7e92a2b9-0231-421a-a17d-e9eac814758b,not_danceable,roc,male,not_aggressive,voice,98.9868011475,C,0.93959325552,not_happy
This Is My Country,1969-01-18,The Impressions,30,25.0,25,8,4919c5e5-185d-4aed-96c1-12dcbe59c59d,,,,,,,,,
Build Me Up Buttercup,1969-01-18,The Foundations,31,48.0,31,3,22add27b-0493-4513-8196-62573e36966b,danceable,rhy,male,not_aggressive,voice,134.653915405,C,0.926472902298,happy
Magic Carpet Ride,1969-01-18,Steppenwolf,32,29.0,3,16,2b13d4f4-51e9-45b4-a9c8-3cdeff279e4c,,,,,,,,,
Both Sides Now,1969-01-18,Judy Collins,33,22.0,8,11,daf536ae-863d-4c0f-9bf6-54fcf14759b0,,,,,,,,,
Baby Let's Wait,1969-01-18,The Royal Guardsmen,36,39.0,36,10,5fe1966b-b9cc-4269-abe8-27f2f017b5be,not_danceable,cla,female,not_aggressive,voice,164.487854004,E,0.875529110432,happy
I've Gotta Be Me,1969-01-18,Sammy Davis Jr.,37,46.0,37,6,bdf63dc8-6777-4feb-9d0c-3d640ade18bb,,,,,,,,,
Hey Jude,1969-01-18,The Beatles,38,30.0,1,19,a15c0aea-ac38-4c69-963e-0aac7940be03,,,,,,,,,
The Beginning Of My End,1969-01-18,The Unifics,39,51.0,39,6,6956371f-1796-4928-b506-f3f257a2dc36,,,,,,,,,
Are You Happy,1969-01-18,Jerry Butler,40,42.0,40,7,0784925d-d220-4ed7-8da9-d4375ac61c7f,not_danceable,pop,male,not_aggressive,voice,162.225158691,G,0.725296616554,not_happy
Ready Or Not Here I Come (Can't Hide From Love),1969-01-18,The Delfonics,41,43.0,41,7,259647c2-99f7-47af-975e-eb6ab0403559,not_danceable,pop,male,not_aggressive,voice,163.879989624,D#,0.756254792213,happy
"Baby, Baby Don't Cry",1969-01-18,Smokey Robinson & The Miracles,42,47.0,42,3,378b7890-500d-44ff-9fd9-ccc41bcb8635,,,,,,,,,
This Magic Moment,1969-01-18,Jay & The Americans,43,65.0,43,4,fc1a7b8c-c8ea-4773-95e2-5f42065c14b5,,,,,,,,,
Papa's Got A Brand New Bag,1969-01-18,Otis Redding,44,37.0,21,8,f0a106bb-668b-4d8e-8b2b-c1de20ada3f6,danceable,hip,male,not_aggressive,voice,131.56489563,D#,0.880888938904,happy
California Dreamin',1969-01-18,Bobby Womack,45,52.0,45,7,dd918597-6e9a-4f60-8a19-845a67d41d87,,,,,,,,,
You Showed Me,1969-01-18,The Turtles,46,72.0,46,3,310407db-f336-4014-8608-fdeab3e172f9,,,,,,,,,
Goodnight My Love,1969-01-18,Paul Anka,47,83.0,47,3,de3b3189-fe82-45bf-80b4-156e0d96eb51,not_danceable,jaz,male,not_aggressive,voice,100.845161438,A#,0.167076528072,not_happy
Ramblin' Gamblin' Man,1969-01-18,Bob Seger System,48,54.0,48,5,2d7bc711-ac32-4de2-978e-b2e4f9a679c2,danceable,pop,male,aggressive,instrumental,130.530319214,A,0.959428668022,happy
Does Anybody Know I'm Here,1969-01-18,The Dells,49,64.0,49,4,b0f7df5d-9968-47c9-a8be-4efdc261dbbd,,,,,,,,,
Rainbow Ride,1969-01-18,Andy Kim,50,60.0,50,5,57648fc1-b318-47d7-bb64-9c115b6bb72b,,,,,,,,,
My Favorite Things,1969-01-18,Herb Alpert & The Tijuana Brass,54,45.0,45,6,d9f138cc-9ff7-45db-86c2-13f5cf4c51b9,,,,,,,,,
A Minute Of Your Time,1969-01-18,Tom Jones,55,55.0,55,5,771dfa4f-03e9-490f-a485-6b5488ad8239,,,,,,,,,
Crosstown Traffic,1969-01-18,The Jimi Hendrix Experience,56,53.0,52,8,71f3b824-fc25-4d54-9f45-bcf935e736be,not_danceable,roc,female,not_aggressive,instrumental,113.290603638,D#,0.943974435329,happy
Condition Red,1969-01-18,The Goodees,57,74.0,57,5,efd1204c-18fe-4bb1-ac6e-2e1c0d9e9805,danceable,rhy,female,not_aggressive,instrumental,143.064147949,F,0.743935227394,happy
Things I'd Like To Say,1969-01-18,New Colony Six,58,82.0,58,4,3879d29c-2eb3-41ce-aecd-f44e5ad0e59b,,,,,,,,,
You Got Soul,1969-01-18,Johnny Nash,59,70.0,59,6,c06609dd-71c6-42db-9aea-3ab17d84b0f3,not_danceable,rhy,female,not_aggressive,voice,,,,happy
Not On The Outside,1969-01-18,The Moments,60,75.0,60,4,93ace5b7-71cb-4cc2-b8e5-91ac9358dd7e,not_danceable,rhy,female,not_aggressive,voice,151.411621094,D,0.533690452576,not_happy
Feelin' So Good (S.k.o.o.b.y-D.o.o),1969-01-18,The Archies,61,63.0,61,4,a08b334b-75a6-435c-9c5a-707661ee5e6f,,,,,,,,,
Games People Play,1969-01-18,Joe South,62,91.0,62,2,df54f5d0-6fe2-49cb-ad9c-c690e2e47632,,,,,,,,,
Bluebirds Over The Mountain,1969-01-18,The Beach Boys,63,62.0,61,6,d5ab1e20-6436-4d8c-a5a7-7f4b059173eb,not_danceable,rhy,male,not_aggressive,voice,127.907554626,A#,0.587218821049,not_happy
"Sweet Cream Ladies, Forward March",1969-01-18,The Box Tops,64,73.0,64,4,cdd1d25a-aff7-429a-b867-f42490c0317b,danceable,rhy,male,not_aggressive,voice,96.2343292236,C#,0.914052903652,not_happy
Rain In My Heart,1969-01-18,Frank Sinatra,66,81.0,66,3,89039afe-bc2c-460e-b22c-f117d77c70f7,not_danceable,jaz,male,not_aggressive,voice,172.26574707,B,0.195027917624,not_happy
Take Care Of Your Homework,1969-01-18,Johnnie Taylor,67,,67,1,45c171ba-9e5a-4952-9d83-6f473c8e1e75,,,,,,,,,
Isn't It Lonely Together,1969-01-18,O.C. Smith,68,68.0,63,6,bb88086c-5cb4-4512-98dd-f19ae5a55025,,,,,,,,,
I Forgot To Be Your Lover,1969-01-18,William Bell,69,78.0,69,3,d47b1870-2e55-4d4c-bf70-fadb040efffe,,,,,,,,,
But You Know I Love You,1969-01-18,The First Edition,71,,71,1,0d274ae2-b876-4346-94c2-4f4928594c16,,,,,,,,,
Malinda,1969-01-18,Bobby Taylor & The Vancouvers,72,57.0,48,7,ff70c505-9e73-44b0-8ded-a86451dfdffd,not_danceable,rhy,male,not_aggressive,voice,184.570495605,A,0.897041082382,happy
Looking Back,1969-01-18,Joe Simon,73,94.0,73,5,18fff3be-5fe6-4edd-95ab-127a5eaa0ed5,,,,,,,,,
I Got A Line On You,1969-01-18,Spirit,74,,74,1,27b913ff-5fcd-4b53-a6a0-a2a7cca52e40,,,,,,,,,
Tragedy,1969-01-18,Brian Hyland,75,98.0,75,2,82b6fa3c-3acf-4044-9fd4-afb0915045ed,not_danceable,cla,male,not_aggressive,voice,144.695327759,A,0.304949998856,happy
There'll Come A Time,1969-01-18,Betty Everett,76,,76,1,8685ec9d-0a54-456d-a0d3-af56e6ee0f04,,,,,,,,,
Home Cookin,1969-01-18,Jr. Walker & The All Stars,77,,77,1,e01336a1-b765-4b02-90fb-ded89d4a866a,,,,,,,,,
He Called Me Baby,1969-01-18,Ella Washington,78,,78,1,2a6d11db-5665-4b06-baa2-b55936674232,,,,,,,,,
Riot,1969-01-18,Hugh Masekela,79,97.0,79,2,e014470a-bb5e-4ee0-96e3-f03dda5083a5,,,,,,,,,
Almost Persuaded,1969-01-18,Etta James,80,,80,1,a56e7e00-7ada-468c-9c4a-e2c437c1b4ac,,,,,,,,,
Getting The Corners,1969-01-18,The T.S.U. Toronadoes,82,,82,1,a5b7201b-f203-43e6-a531-514da849992a,,,,,,,,,
The Thought Of Loving You,1969-01-18,The Crystal Mansion,84,84.0,84,5,b5dc98e1-27bc-4ca5-9243-aaa4921ea511,,,,,,,,,
She's A Lady,1969-01-18,John Sebastian,85,85.0,85,3,55594ec6-493b-4a07-830b-79b599bccef1,,,,,,,,,
Eloise,1969-01-18,Barry Ryan,86,86.0,86,4,80128eec-51f4-4b93-9dba-3c68986a54c9,,,,,,,,,
Poor Side Of Town,1969-01-18,Al Wilson,88,,88,1,e25fbc6d-ab42-489c-a167-941e740b5acd,not_danceable,cla,male,not_aggressive,voice,162.450363159,E,0.633293509483,happy
May I,1969-01-18,Bill Deal & The Rhondels,89,,89,1,edbdaab8-9e7f-4eac-841c-30271ab753c2,,,,,,,,,
The Grooviest Girl In The World,1969-01-18,The Fun And Games,90,,90,1,3a4e7297-bdfe-4210-8c74-457356092dd7,not_danceable,roc,male,not_aggressive,instrumental,133.079101563,G,0.954698741436,not_happy
You've Got The Power,1969-01-18,The Esquires,92,93.0,92,4,d306fe29-ce10-4a99-a01f-1da7789d5247,,,,,,,,,
I'm Gonna Hold On Long As I Can,1969-01-18,The Marvelettes,94,,94,1,f4ed3e21-6304-47fc-af2d-e6e755743dd7,,,,,,,,,
Ain't Got No; I Got Life,1969-01-18,Nina Simone,95,96.0,95,3,7a911f4b-3dd8-42fe-9811-10bd70bb93b2,,,,,,,,,
Will You Be Staying After Sunday,1969-01-18,The Peppermint Rainbow,96,,96,1,b3eeebb8-36b8-4646-9fd7-4c919c02eabb,not_danceable,roc,female,aggressive,voice,132.190658569,D#,0.930155932903,happy
Mendocino,1969-01-18,Sir Douglas Quintet,99,,99,1,ed7d79bc-04e4-42e0-94d9-fb9ce0b36574,,,,,,,,,
That's Your Baby,1969-01-18,Joe Tex,100,,100,1,800f605a-a1b1-45f5-94be-9141e9d350f1,danceable,pop,male,not_aggressive,voice,127.903381348,D#,0.964839220047,happy
I Heard It Through The Grapevine,1969-01-25,Marvin Gaye,1,1.0,1,10,d220d3ea-9daf-4319-b6e2-f5a7d925c8ef,not_danceable,roc,male,aggressive,instrumental,112.304664612,F,0.939077019691,not_happy
Crimson And Clover,1969-01-25,Tommy James And The Shondells,2,4.0,2,7,38812525-a9ab-4660-b6f5-7e34cd57af16,,,,,,,,,
I'm Gonna Make You Love Me,1969-01-25,Diana Ross And The Supremes & The Temptations,3,2.0,2,8,6927f481-0d90-4025-8999-517b528c942a,,,,,,,,,
Soulful Strut,1969-01-25,Young-Holt Unlimited,4,3.0,3,9,8bd0e16b-aefd-4c7b-abd8-c98e1677b01c,,,,,,,,,
Everyday People,1969-01-25,Sly & The Family Stone,5,15.0,5,9,ecc132a8-1023-4105-a107-2aba9dbe3369,,,,,,,,,
Hooked On A Feeling,1969-01-25,B.J. Thomas,6,5.0,5,11,5513860b-56fc-44a9-8021-e21850101151,,,,,,,,,
Touch Me,1969-01-25,The Doors,7,8.0,7,5,7d0b3e3e-c6b9-4175-9325-628b27763fbd,,,,,,,,,
Worst That Could Happen,1969-01-25,Brooklyn Bridge,8,9.0,8,6,ea4b14dd-f035-4a0a-9bc0-f31e3ec09400,,,,,,,,,
I Started A Joke,1969-01-25,Bee Gees,9,16.0,9,6,0692067b-99d4-428a-ae6d-6c4b866b93c1,,,,,,,,,
Son-Of-A Preacher Man,1969-01-25,Dusty Springfield,10,10.0,10,9,a88b2cf1-4edd-4b03-b689-0dc5a2b872ce,,,,,,,,,
Going Up The Country,1969-01-25,Canned Heat,11,12.0,11,8,47fc1445-1679-427f-a092-0ad000b48565,not_danceable,rhy,female,not_aggressive,voice,151.813476563,A#,0.920762360096,happy
Can I Change My Mind,1969-01-25,Tyrone Davis,12,25.0,12,6,0dc81ae0-8c23-434b-83fc-29fa464d3f49,,,,,,,,,
Wichita Lineman,1969-01-25,Glen Campbell,13,6.0,3,13,78b850a5-7e96-45ec-b1cc-7798ffeae4fc,,,,,,,,,
Cinnamon,1969-01-25,Derek,18,11.0,11,14,618da648-677b-4809-963f-19bb4ead5c06,,,,,,,,,
Love Child,1969-01-25,Diana Ross & The Supremes,19,18.0,1,15,34134c0d-ae64-4329-81d8-b86155a574d8,,,,,,,,,
I Love How You Love Me,1969-01-25,Bobby Vinton,20,19.0,9,13,40bae581-2dd1-42f7-bc8f-4d245794ba96,,,,,,,,,
There's Gonna Be A Showdown,1969-01-25,Archie Bell & The Drells,21,34.0,21,7,617db5ad-ef5a-4508-b7b5-1aba149a99c2,,,,,,,,,
Stand By Your Man,1969-01-25,Tammy Wynette,22,24.0,22,12,e3bafffa-d74a-4781-9911-13d96d6e8c32,,,,,,,,,
Too Weak To Fight,1969-01-25,Clarence Carter,23,23.0,13,12,e87d4a2b-b40f-45ad-958f-f278b4bc3b80,,,,,,,,,
Lo Mucho Que Te Quiero (The More I Love You),1969-01-25,Rene & Rene,24,14.0,14,10,419f5748-4269-4e60-bd0e-ca736cdd2e52,,,,,,,,,
Hey Jude,1969-01-25,Wilson Pickett,25,26.0,25,6,5ec5289a-903b-4724-b822-54a074c37380,,,,,,,,,
Who's Making Love,1969-01-25,Johnnie Taylor,27,21.0,5,14,b1667740-7a60-4067-a656-d6d56b3352e0,,,,,,,,,
Build Me Up Buttercup,1969-01-25,The Foundations,28,31.0,28,4,5b080da5-640a-4476-ab6a-82c917bdbce4,danceable,rhy,male,not_aggressive,instrumental,133.466705322,F,0.932927668095,not_happy
California Soul,1969-01-25,The 5th Dimension,29,29.0,29,6,4211de9d-96c3-45f2-ac14-5d49879286c0,,,,,,,,,
This Is My Country,1969-01-25,The Impressions,30,30.0,25,9,0fc363cb-77dd-429a-b522-20dbcf36243d,not_danceable,cla,male,not_aggressive,voice,103.322525024,C#,0.592883169651,happy
"Baby, Baby Don't Cry",1969-01-25,Smokey Robinson & The Miracles,31,42.0,31,4,378b7890-500d-44ff-9fd9-ccc41bcb8635,,,,,,,,,
I've Gotta Be Me,1969-01-25,Sammy Davis Jr.,32,37.0,32,7,524a14c6-0740-4614-b1de-f4ec0bbc119f,,,,,,,,,
This Magic Moment,1969-01-25,Jay & The Americans,37,43.0,37,5,34d4c0e7-243c-4940-8590-c666c97b8010,not_danceable,rhy,male,not_aggressive,voice,126.685813904,C,0.601334691048,happy
The Beginning Of My End,1969-01-25,The Unifics,38,39.0,38,7,77f88bf2-f60e-42ca-a50d-ccbc12649e2c,,,,,,,,,
Are You Happy,1969-01-25,Jerry Butler,39,40.0,39,8,ade00c78-4d02-4c9d-b9c3-44896840654e,,,,,,,,,
Take Care Of Your Homework,1969-01-25,Johnnie Taylor,40,67.0,40,2,45c171ba-9e5a-4952-9d83-6f473c8e1e75,,,,,,,,,
Bella Linda,1969-01-25,The Grass Roots,41,28.0,28,9,535a13de-c8b9-41b0-a792-ea866b76cff0,,,,,,,,,
"Abraham, Martin And John",1969-01-25,Dion,42,22.0,4,14,0d6cb0fb-46db-4ce0-9778-26af42071a40,not_danceable,rhy,male,not_aggressive,voice,147.162033081,E,0.639060556889,happy
California Dreamin',1969-01-25,Bobby Womack,43,45.0,43,8,bef02c97-2875-479d-9be8-5ad28c3af008,,,,,,,,,
Papa's Got A Brand New Bag,1969-01-25,Otis Redding,44,44.0,21,9,45d0c214-ced4-43de-a93d-bb3030312aff,danceable,hip,male,not_aggressive,voice,131.345916748,D#,0.807315886021,happy
Goodnight My Love,1969-01-25,Paul Anka,45,47.0,45,4,87e2dbdb-7e79-4e16-9651-9eec711536dc,,,,,,,,,
A Ray Of Hope,1969-01-25,The Rascals,46,35.0,24,8,3adee984-3958-4e03-b0db-2ce0bacafccb,,,,,,,,,
I'm Livin' In Shame,1969-01-25,Diana Ross & The Supremes,47,,47,1,5ad4121c-487f-49c9-a6ab-0b7b6e0daead,not_danceable,pop,male,not_aggressive,voice,108.589431763,D,0.924699783325,happy
Does Anybody Know I'm Here,1969-01-25,The Dells,48,49.0,48,5,b0f7df5d-9968-47c9-a8be-4efdc261dbbd,,,,,,,,,
Rainbow Ride,1969-01-25,Andy Kim,49,50.0,49,6,57648fc1-b318-47d7-bb64-9c115b6bb72b,,,,,,,,,
"Soul Sister, Brown Sugar",1969-01-25,Sam & Dave,50,52.0,50,6,d2f2e9b8-b28f-4002-8c41-feae247745b5,,,,,,,,,
"Ob-La-Di, Ob-La-Da",1969-01-25,Arthur Conley,51,51.0,51,4,7192764c-cc2b-44bf-85a6-9ab552e574aa,not_danceable,roc,male,not_aggressive,voice,122.326263428,G,0.974603712559,happy
Not On The Outside,1969-01-25,The Moments,57,60.0,57,5,d511d873-a4d7-4ad4-90b2-2e9af2fbf8f0,,,,,,,,,
You Got Soul,1969-01-25,Johnny Nash,58,59.0,58,7,139dc264-3729-4a39-9f0c-109d9a6f5039,,,,,,,,,
Feelin' So Good (S.k.o.o.b.y-D.o.o),1969-01-25,The Archies,59,61.0,59,5,96d2b0bb-be34-494d-8fb3-73317af35c76,,,,,,,,,
I Forgot To Be Your Lover,1969-01-25,William Bell,60,69.0,60,4,765bad44-e333-4eb7-94e1-beffa0afc6cb,,,,,,,,,
"Sweet Cream Ladies, Forward March",1969-01-25,The Box Tops,61,64.0,61,5,cdd1d25a-aff7-429a-b867-f42490c0317b,danceable,rhy,male,not_aggressive,voice,96.2343292236,C#,0.914052903652,not_happy
Proud Mary,1969-01-25,Creedence Clearwater Revival,62,,62,1,595f1216-6c8a-490d-bf5b-2729f2f1f9d7,,,,,,,,,
Give It Up Or Turnit A Loose,1969-01-25,James Brown,63,,63,1,f17ee772-3b2f-48ef-ad14-d359e8b547b9,,,,,,,,,
Rain In My Heart,1969-01-25,Frank Sinatra,65,66.0,65,4,683be409-5cef-4978-8559-242c5e64f8f2,,,,,,,,,
But You Know I Love You,1969-01-25,The First Edition,66,71.0,66,2,0d274ae2-b876-4346-94c2-4f4928594c16,,,,,,,,,
This Old Heart Of Mine (Is Weak For You),1969-01-25,Tammi Terrell,67,97.0,67,2,d7f292e7-c0c9-4c92-9b74-da3235a24a6a,,,,,,,,,
Home Cookin,1969-01-25,Jr. Walker & The All Stars,68,77.0,68,2,e01336a1-b765-4b02-90fb-ded89d4a866a,,,,,,,,,
There'll Come A Time,1969-01-25,Betty Everett,69,76.0,69,2,d283830a-33f8-4f47-87f9-7357635b0281,,,,,,,,,
Looking Back,1969-01-25,Joe Simon,70,73.0,70,6,63c27a99-1670-4af1-95b9-de49fb6167df,,,,,,,,,
Riot,1969-01-25,Hugh Masekela,71,79.0,71,3,e014470a-bb5e-4ee0-96e3-f03dda5083a5,,,,,,,,,
He Called Me Baby,1969-01-25,Ella Washington,77,78.0,77,2,64a85ab8-bead-4a65-ba27-204d7af1b7c2,,,,,,,,,
Purple Haze,1969-01-25,Dion,78,,78,1,ea87ae30-4ad9-4e18-85d4-6f090369efbe,,,,,,,,,
Almost Persuaded,1969-01-25,Etta James,79,80.0,79,2,a56e7e00-7ada-468c-9c4a-e2c437c1b4ac,,,,,,,,,
Getting The Corners,1969-01-25,The T.S.U. Toronadoes,81,82.0,81,2,a5b7201b-f203-43e6-a531-514da849992a,,,,,,,,,
The Greatest Love,1969-01-25,Dorsey Burnette,82,,82,1,bde26b4b-c951-4783-af3b-c6b08706ba45,danceable,pop,male,not_aggressive,voice,93.4431381226,G,0.807685434818,happy
She's A Lady,1969-01-25,John Sebastian,84,85.0,84,4,e7b16410-6782-46e3-bafd-f274e7495a94,not_danceable,cla,female,aggressive,voice,140.083221436,A,0.802123367786,happy
Indian Giver,1969-01-25,1910 Fruitgum Co.,85,,85,1,cefb77f6-039e-4419-a2fd-e2daa4b202fe,,,,,,,,,
The Grooviest Girl In The World,1969-01-25,The Fun And Games,86,90.0,86,2,e8ecdf8c-ecd9-4233-90a8-9cf8107a03f2,,,,,,,,,
That's Your Baby,1969-01-25,Joe Tex,88,100.0,88,2,800f605a-a1b1-45f5-94be-9141e9d350f1,danceable,pop,male,not_aggressive,voice,127.903381348,D#,0.964839220047,happy
May I,1969-01-25,Bill Deal & The Rhondels,89,89.0,89,2,edbdaab8-9e7f-4eac-841c-30271ab753c2,,,,,,,,,
Let It Be Me,1969-01-25,Glen Campbell & Bobbie Gentry,90,,90,1,2b9e8972-ad2d-4630-b96b-16dc0a259263,,,,,,,,,
You've Got The Power,1969-01-25,The Esquires,91,92.0,91,5,d5f39235-88c7-49fa-b7a8-da6451506489,danceable,jaz,male,not_aggressive,voice,121.717781067,G#,0.913434743881,happy
Fox On The Run,1969-01-25,Manfred Mann,97,98.0,97,2,f275f0fa-e755-4dd1-8aaf-1041da772a44,not_danceable,pop,male,not_aggressive,voice,97.3696289063,C,0.912724494934,happy
Crossroads,1969-01-25,Cream,99,,99,1,779d8481-3d05-43bf-9551-ea7bba757464,danceable,pop,male,not_aggressive,instrumental,122.605186462,A,0.902792334557,not_happy
Hey! Baby,1969-01-25,Jose Feliciano,100,,100,1,87ae90b2-e14f-4d8c-87f3-e5682e8241e3,,,,,,,,,
Crimson And Clover,1969-02-01,Tommy James And The Shondells,1,2.0,1,8,bcfcd408-2f59-4ea0-9592-c4a6295be331,,,,,,,,,
Everyday People,1969-02-01,Sly & The Family Stone,2,5.0,2,10,45c54bd9-192e-44f0-85d4-e2e2e2353132,,,,,,,,,
Worst That Could Happen,1969-02-01,Brooklyn Bridge,3,8.0,3,7,ea4b14dd-f035-4a0a-9bc0-f31e3ec09400,,,,,,,,,
Touch Me,1969-02-01,The Doors,4,7.0,4,6,39d2f893-24cc-4c87-826f-7261631262cf,,,,,,,,,
I Heard It Through The Grapevine,1969-02-01,Marvin Gaye,5,1.0,1,11,6cc64992-93cc-434a-9862-f378eda1f5de,,,,,,,,,
I'm Gonna Make You Love Me,1969-02-01,Diana Ross And The Supremes & The Temptations,6,3.0,2,9,aa2b2c2d-60c4-4444-b880-0a21aced37df,,,,,,,,,
I Started A Joke,1969-02-01,Bee Gees,7,9.0,7,7,0692067b-99d4-428a-ae6d-6c4b866b93c1,,,,,,,,,
Hooked On A Feeling,1969-02-01,B.J. Thomas,8,6.0,5,12,e3ffd49d-15c0-45d6-9dc3-7f7b25fd2130,,,,,,,,,
Soulful Strut,1969-02-01,Young-Holt Unlimited,9,4.0,3,10,0279e0e4-1c8c-48eb-924a-345c2345acc0,,,,,,,,,
Build Me Up Buttercup,1969-02-01,The Foundations,10,28.0,10,5,4e2d8fe2-9ae3-45aa-941c-83c8e617b7ba,,,,,,,,,
Can I Change My Mind,1969-02-01,Tyrone Davis,11,12.0,11,7,91e8b6af-9059-4358-a606-ac25cf2722c3,not_danceable,rhy,male,not_aggressive,voice,101.584770203,E,0.798998653889,happy
You Showed Me,1969-02-01,The Turtles,17,34.0,17,5,2a957c89-e3ea-4229-b5c4-7aff1a955395,not_danceable,jaz,male,not_aggressive,voice,91.4400482178,C,0.610091388226,not_happy
Wichita Lineman,1969-02-01,Glen Campbell,18,13.0,3,14,78b850a5-7e96-45ec-b1cc-7798ffeae4fc,,,,,,,,,
Stand By Your Man,1969-02-01,Tammy Wynette,19,22.0,19,13,e3bafffa-d74a-4781-9911-13d96d6e8c32,,,,,,,,,
Ramblin' Gamblin' Man,1969-02-01,Bob Seger System,20,33.0,20,7,2d7bc711-ac32-4de2-978e-b2e4f9a679c2,danceable,pop,male,aggressive,instrumental,130.530319214,A,0.959428668022,happy
There's Gonna Be A Showdown,1969-02-01,Archie Bell & The Drells,21,21.0,21,8,617db5ad-ef5a-4508-b7b5-1aba149a99c2,,,,,,,,,
I'm Livin' In Shame,1969-02-01,Diana Ross & The Supremes,22,47.0,22,2,f7cc452a-cac6-4aa3-ad13-47debfd625dc,,,,,,,,,
Hey Jude,1969-02-01,Wilson Pickett,23,25.0,23,7,a1c9dd97-c627-4ac7-97c9-0d1c331ea8a0,,,,,,,,,
I've Gotta Be Me,1969-02-01,Sammy Davis Jr.,24,32.0,24,8,524a14c6-0740-4614-b1de-f4ec0bbc119f,,,,,,,,,
Lo Mucho Que Te Quiero (The More I Love You),1969-02-01,Rene & Rene,25,24.0,14,11,419f5748-4269-4e60-bd0e-ca736cdd2e52,,,,,,,,,
Cinnamon,1969-02-01,Derek,26,18.0,11,15,114831ba-281a-4617-8854-ebebc7bc060b,,,,,,,,,
California Soul,1969-02-01,The 5th Dimension,27,29.0,27,7,7e92a2b9-0231-421a-a17d-e9eac814758b,not_danceable,roc,male,not_aggressive,voice,98.9868011475,C,0.93959325552,not_happy
"Baby, Baby Don't Cry",1969-02-01,Smokey Robinson & The Miracles,28,31.0,28,5,378b7890-500d-44ff-9fd9-ccc41bcb8635,,,,,,,,,
Love Child,1969-02-01,Diana Ross & The Supremes,29,19.0,1,16,2b8157a7-4407-477a-bf2d-305552380236,,,,,,,,,
Cloud Nine,1969-02-01,The Temptations,30,17.0,6,12,a236ad0b-f1f0-437e-aaed-7df445eb23fe,not_danceable,pop,male,not_aggressive,voice,119.492027283,D,0.698204278946,happy
For Once In My Life,1969-02-01,Stevie Wonder,31,14.0,2,14,ae306897-7305-4c30-b3be-fd510e8b1dfd,,,,,,,,,
Take Care Of Your Homework,1969-02-01,Johnnie Taylor,37,40.0,37,3,45c171ba-9e5a-4952-9d83-6f473c8e1e75,,,,,,,,,
The Beginning Of My End,1969-02-01,The Unifics,38,38.0,38,8,6956371f-1796-4928-b506-f3f257a2dc36,,,,,,,,,
This Is My Country,1969-02-01,The Impressions,40,30.0,25,10,4919c5e5-185d-4aed-96c1-12dcbe59c59d,,,,,,,,,
"Soul Sister, Brown Sugar",1969-02-01,Sam & Dave,41,50.0,41,7,d2f2e9b8-b28f-4002-8c41-feae247745b5,,,,,,,,,
Give It Up Or Turnit A Loose,1969-02-01,James Brown,42,63.0,42,2,f17ee772-3b2f-48ef-ad14-d359e8b547b9,,,,,,,,,
Are You Happy,1969-02-01,Jerry Butler,43,39.0,39,9,ade00c78-4d02-4c9d-b9c3-44896840654e,,,,,,,,,
But You Know I Love You,1969-02-01,The First Edition,44,66.0,44,3,0d274ae2-b876-4346-94c2-4f4928594c16,,,,,,,,,
Ready Or Not Here I Come (Can't Hide From Love),1969-02-01,The Delfonics,45,35.0,35,9,e5f7a88d-8dcf-4638-a710-98e8f16411eb,,,,,,,,,
Soulshake,1969-02-01,Peggy Scott & Jo Jo Benson,46,,46,1,beb1fefa-666c-4c21-98ac-8ecd54f487ba,,,,,,,,,
Does Anybody Know I'm Here,1969-02-01,The Dells,47,48.0,47,6,24e2fe2f-479a-48b7-b9e0-1461b716da26,not_danceable,rhy,male,not_aggressive,voice,87.4053573608,G,0.617611587048,happy
Home Cookin,1969-02-01,Jr. Walker & The All Stars,48,68.0,48,3,5831e0d0-9be8-46cb-b583-f7b7c35d281f,,,,,,,,,
A Minute Of Your Time,1969-02-01,Tom Jones,49,54.0,49,7,771dfa4f-03e9-490f-a485-6b5488ad8239,,,,,,,,,
Things I'd Like To Say,1969-02-01,New Colony Six,50,56.0,50,6,3879d29c-2eb3-41ce-aecd-f44e5ad0e59b,,,,,,,,,
"Sweet Cream Ladies, Forward March",1969-02-01,The Box Tops,51,61.0,51,6,cdd1d25a-aff7-429a-b867-f42490c0317b,danceable,rhy,male,not_aggressive,voice,96.2343292236,C#,0.914052903652,not_happy
"Ob-La-Di, Ob-La-Da",1969-02-01,Arthur Conley,57,51.0,51,5,3b965fa8-5fc8-483b-83de-9d54f4898d20,not_danceable,roc,female,not_aggressive,voice,122.23777771,G,0.872825503349,happy
Rainbow Ride,1969-02-01,Andy Kim,58,49.0,49,7,57648fc1-b318-47d7-bb64-9c115b6bb72b,,,,,,,,,
I Forgot To Be Your Lover,1969-02-01,William Bell,59,60.0,59,5,765bad44-e333-4eb7-94e1-beffa0afc6cb,,,,,,,,,
