song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
Pop Out,2019-05-11,Polo G Featuring Lil Tjay,51,60,51,6,a90d60b3-e647-4460-8258-e319f00c8e5d
Look What God Gave Her,2019-05-11,Thomas Rhett,53,53,48,9,b64ec516-e4ba-4a4f-9861-a6425ac20849
Here Tonight,2019-05-11,Brett Young,54,49,42,17,562c319d-570d-4c6f-bdd7-98b0bb993af1
Baby Shark,2019-05-11,Pinkfong,55,47,32,18,4d19d9d5-9174-4037-9dec-21b6c2cbcbb9
Close Friends,2019-05-11,Lil Baby,56,57,28,27,d3290ee1-9e64-4f0d-a9f7-97ef42b9708a
Worth It,2019-05-11,YK Osiris,57,58,55,11,317ccbf3-e84b-40c0-a85d-1bc992dbc984
Night Shift,2019-05-11,Jon Pardi,59,61,59,11,9fb54cc1-10b2-46ac-8951-c43e46c3e122
Love Ain't,2019-05-11,Eli Young Band,60,68,60,3,00b87afb-f39f-430a-b22e-85a261468e21
Rumor,2019-05-11,Lee Brice,61,67,61,8,8d9c5da7-09a9-4b76-b6d9-23b314399416
Miss Me More,2019-05-11,Kelsea Ballerini,62,59,59,13,e386e906-803b-4477-9e7c-d41a83e8c8c9
Make It Sweet,2019-05-11,Old Dominion,64,56,56,18,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1
Big Ole Freak,2019-05-11,Megan Thee Stallion,70,76,70,4,79dc9803-30cc-4aa8-b424-ee9d7ea43eac
Don't Call Me Up,2019-05-11,Mabel,71,70,67,6,ae81cd79-075b-4411-acb8-14ed1e837a83
Cool,2019-05-11,Jonas Brothers,72,69,27,4,28a308df-f8e9-4a26-bfd9-a55feebb7049
Girls Need Love,2019-05-11,Summer Walker X Drake,74,72,37,10,7af02def-5946-4ac9-9478-a3de97ee497e
GIRL,2019-05-11,Maren Morris,75,74,61,9,1ca45337-fca7-4dde-9eb6-a91f1efd26f4
That's A Rack,2019-05-11,Lil Uzi Vert,77,82,76,3,01139642-4126-44dd-b99c-e067ccc6e4a0
Wish You Were Gay,2019-05-11,Billie Eilish,79,73,31,9,68aaf9b2-faaa-4593-9442-ffffc88ac820
You Should See Me In A Crown,2019-05-11,Billie Eilish,80,65,41,6,b3fe4068-eb0e-4ece-98ed-12e7c772c0e1
Put A Date On It,2019-05-11,Yo Gotti Featuring Lil Baby,81,77,46,14,e5f7fed2-4c4e-432d-bb6b-d0d21d9e64cb
Talk You Out Of It,2019-05-11,Florida Georgia Line,82,78,78,11,0051dafd-d42c-4809-9769-e65470ab3690
I'm So Tired...,2019-05-11,Lauv & Troye Sivan,83,81,81,4,68ebb59e-3b88-4883-97d2-1d963203bbba
On My Way To You,2019-05-11,Cody Johnson,84,89,84,10,c9420dc8-1d90-444a-9caf-9e07863fdf62
Light It Up,2019-05-11,"Marshmello, Tyga & Chris Brown",90,,90,1,cfc0c81f-04c8-4911-b826-fdbe6eddf0c4
Love Someone,2019-05-11,Brett Eldredge,91,93,91,2,da04764a-c8f5-4115-ba30-b9dfb19a1d02
Power Is Power,2019-05-11,"SZA, The Weeknd & Travis Scott",92,,92,1,65a6dd39-83f9-4c72-af5c-52195dff83f3
Faucet Failure,2019-05-11,Ski Mask The Slump God,93,88,87,10,dcd8d071-ebe3-4f95-a900-f6f972c0b413
Knockin' Boots,2019-05-11,Luke Bryan,94,,94,1,34b5e938-5d4c-40ef-acb4-e8bb8c386d58
Numb Numb Juice,2019-05-11,ScHoolboy Q,95,,55,2,96cd6762-b105-4aea-becf-3e7bad244bd9
Kill This Love,2019-05-11,BLACKPINK,100,86,41,4,1ad26e8c-0365-4e25-bbf8-5bc4bca632aa
If I Can't Have You,2019-05-18,Shawn Mendes,2,,2,1,6dd2d92e-90f0-4f23-aab6-87316a653b4f
ME!,2019-05-18,Taylor Swift Featuring Brendon Urie,3,2,2,3,26359b00-81fa-4f04-bcb5-d1f3955e72e7
Sucker,2019-05-18,Jonas Brothers,4,4,1,10,31148286-91df-454f-a309-8e16767fac61
Bad Guy,2019-05-18,Billie Eilish,9,9,7,6,1e9792da-e83d-4a4f-843b-6799efa84108
7 Rings,2019-05-18,Ariana Grande,10,6,1,16,83aeafac-4d6e-486d-8cd8-d1ec531827b2
Dancing With A Stranger,2019-05-18,Sam Smith & Normani,11,8,7,17,aa243e48-c9f6-4753-8b42-b2342bb8988b
Talk,2019-05-18,Khalid,12,10,8,13,5f65f0f1-3c21-4cf6-830b-c3acb516aca5
Sweet But Psycho,2019-05-18,Ava Max,13,11,11,21,f9b48b9e-fee4-4bff-8b50-646aca297b80
Middle Child,2019-05-18,J. Cole,14,12,4,16,3f48a631-dea1-480d-9433-f3b97e63246a
"Break Up With Your Girlfriend, I'm Bored",2019-05-18,Ariana Grande,15,13,2,13,58c94a5d-0156-40da-b11e-dbfdc8d50a85
Happier,2019-05-18,Marshmello & Bastille,16,14,2,38,623b7611-08d9-4115-acd6-69f734dd3f24
Eastside,2019-05-18,"benny blanco, Halsey & Khalid",18,17,9,43,787087cb-cb94-442d-98dd-2eddc59f1f84
Shallow,2019-05-18,Lady Gaga & Bradley Cooper,19,15,1,32,31efbe4d-0e4c-47a4-9a77-a7e5ad0588f4
High Hopes,2019-05-18,Panic! At The Disco,20,18,4,40,f3e9f6f4-130c-420f-b90e-aa1bad4263b5
Better,2019-05-18,Khalid,21,20,8,34,ba73118f-7c13-43f6-933c-9f048fe8c01f
Suge,2019-05-18,DaBaby,22,27,22,6,2e46313c-7d8d-4019-833c-cac666861eee
Please Me,2019-05-18,Cardi B & Bruno Mars,23,19,3,12,fe4c55b2-1a6e-48b2-991a-1fbe2be9eaf1
Whiskey Glasses,2019-05-18,Morgan Wallen,28,33,28,10,fac61a09-4c85-4583-8786-ad7c41b00c48
Act Up,2019-05-18,City Girls,29,30,29,10,7d2ef547-9835-484f-9143-a9afbe54a5b9
A Lot,2019-05-18,21 Savage,30,22,12,20,39fb60ce-0c92-4e72-930b-cc6c2d4efcee
Beautiful Crazy,2019-05-18,Luke Combs,32,28,21,26,6d95ede5-1d26-43b4-b53a-56f2cbe0958b
God's Country,2019-05-18,Blake Shelton,33,34,33,6,e0287d0e-9d09-4ced-9434-fb9c27d7d17d
Envy Me,2019-05-18,Calboy,35,32,31,21,4c13c951-2c72-4f02-a0d2-33768e997281
Thotiana,2019-05-18,Blueface,36,25,8,17,710f99d3-fa5d-4ab0-917d-374358e034c2
Be Alright,2019-05-18,Dean Lewis,37,26,23,28,bc664cd2-c985-4d20-85a2-31872a09e170
Eyes On You,2019-05-18,Chase Rice,38,38,38,12,050ca7bc-7cba-459a-bbd0-10bba97847f0
Pop Out,2019-05-18,Polo G Featuring Lil Tjay,39,51,39,7,a37c9b63-906b-447d-bb66-c42ac45e1489
When The Party's Over,2019-05-18,Billie Eilish,40,39,29,26,ba7a88da-f864-4ead-9a63-36f92d10de46
Drip Too Hard,2019-05-18,Lil Baby & Gunna,41,37,4,34,f65108f7-c7ea-4c86-be42-fff229d8cbfb
Good As You,2019-05-18,Kane Brown,42,46,42,11,4b621228-2e91-4203-809b-16c02cd9be4d
"Thank U, Next",2019-05-18,Ariana Grande,48,48,1,27,274b3a7b-64bd-4af3-9af9-dd41277ddc17
Murder On My Mind,2019-05-18,YNW Melly,49,44,14,16,fdb154f1-7019-476e-bfa9-b077e1cb1942
Truth Hurts,2019-05-18,Lizzo,50,,50,1,1e88ada8-7fea-49d0-9e21-0413485fc694
Worth It,2019-05-18,YK Osiris,52,57,52,12,b286186b-0689-4236-a57b-3fbe7ef8d3bc
Close Friends,2019-05-18,Lil Baby,54,56,28,28,5289ec9d-42ba-44ef-b5b6-40d2f0808efb
Look What God Gave Her,2019-05-18,Thomas Rhett,55,53,48,10,b64ec516-e4ba-4a4f-9861-a6425ac20849
Night Shift,2019-05-18,Jon Pardi,56,59,56,12,9fb54cc1-10b2-46ac-8951-c43e46c3e122
Rumor,2019-05-18,Lee Brice,57,61,57,9,8d9c5da7-09a9-4b76-b6d9-23b314399416
Walk Me Home,2019-05-18,P!nk,58,49,49,10,55816604-7736-4a63-a728-2b1fe6c9fabe
"Hey Look Ma, I Made It",2019-05-18,Panic! At The Disco,59,66,59,4,057c8042-8030-4070-b01b-b11b00817a0d
Love Ain't,2019-05-18,Eli Young Band,60,60,60,4,00b87afb-f39f-430a-b22e-85a261468e21
Earth,2019-05-18,Lil Dicky,61,41,17,3,cfee49eb-e251-47a4-ad80-14221fb84b1d
Baby Shark,2019-05-18,Pinkfong,62,55,32,19,88383c15-26f1-464e-9d47-768dc62c4937
Before I Let Go,2019-05-18,Beyonce,67,65,65,3,cb6e819a-ce5c-4f70-b32b-f60ed4401604
Beer Never Broke My Heart,2019-05-18,Luke Combs,68,,68,1,f93ab292-594b-4bdd-93dd-7abc8c905314
Don't Call Me Up,2019-05-18,Mabel,69,71,67,7,ce021c34-6cb5-4919-8849-58dc75764812
Cool,2019-05-18,Jonas Brothers,70,72,27,5,28a308df-f8e9-4a26-bfd9-a55feebb7049
Go Loko,2019-05-18,"YG, Tyga & Jon Z",71,,71,1,3e011372-da42-41d4-b85e-c2b8d374c7fb
GIRL,2019-05-18,Maren Morris,72,75,61,10,a5770204-8c22-4f88-a69f-759aba6c2720
Robbery,2019-05-18,Juice WRLD,74,68,27,12,f13e6235-1579-452c-ba1e-f4d365abc7f1
Girls Need Love,2019-05-18,Summer Walker X Drake,75,74,37,11,7af02def-5946-4ac9-9478-a3de97ee497e
Make It Sweet,2019-05-18,Old Dominion,76,64,56,19,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1
Talk You Out Of It,2019-05-18,Florida Georgia Line,79,82,78,12,0051dafd-d42c-4809-9769-e65470ab3690
Put A Date On It,2019-05-18,Yo Gotti Featuring Lil Baby,80,81,46,15,87953dbb-e60e-4582-9f9c-93ba28ceff3d
I'm So Tired...,2019-05-18,Lauv & Troye Sivan,81,83,81,5,68ebb59e-3b88-4883-97d2-1d963203bbba
You Should See Me In A Crown,2019-05-18,Billie Eilish,86,80,41,7,de97c2c9-1e37-42e5-af72-d548861794cc
On My Way To You,2019-05-18,Cody Johnson,87,84,84,11,c9420dc8-1d90-444a-9caf-9e07863fdf62
Love Someone,2019-05-18,Brett Eldredge,89,91,89,3,da04764a-c8f5-4115-ba30-b9dfb19a1d02
Power Is Power,2019-05-18,"SZA, The Weeknd & Travis Scott",90,92,90,2,65a6dd39-83f9-4c72-af5c-52195dff83f3
Middle Child,2019-05-18,PnB Rock & XXXTENTACION,91,,91,1,f6380fe3-54b6-4331-9dc8-29defa743ee2
Shot Clock,2019-05-18,Ella Mai,92,87,62,15,210589a9-8323-4ee7-836a-1c07b53080ae
Ocean Eyes,2019-05-18,Billie Eilish,93,88,84,12,7cf13f91-9f0a-44c3-a910-19ab28edaa69
Wish You Were Gay,2019-05-18,Billie Eilish,94,79,31,10,68aaf9b2-faaa-4593-9442-ffffc88ac820
All To Myself,2019-05-18,Dan + Shay,96,,96,1,e8d126c1-d46c-438c-be92-ed3406e91d24
Secreto,2019-05-18,Anuel AA & Karol G,97,89,68,11,78556904-b366-459c-9499-76aa2236ea73
Paradise,2019-05-18,Bazzi,98,,98,1,f0ef1181-1e67-4f53-9a50-6259901402bf
Die Young,2019-05-18,Roddy Ricch,99,,99,1,18bf0d98-0693-458e-8b87-73326acbff7e
Faucet Failure,2019-05-18,Ski Mask The Slump God,100,93,87,11,3d905025-e0df-407c-a140-3e92e994fe96
Sunflower (Spider-Man: Into The Spider-Verse),2019-05-25,Post Malone & Swae Lee,6,7,1,30,74ce027a-e5a1-47f4-8997-68d89febca3f
Dancing With A Stranger,2019-05-25,Sam Smith & Normani,7,11,7,18,aa243e48-c9f6-4753-8b42-b2342bb8988b
ME!,2019-05-25,Taylor Swift Featuring Brendon Urie,8,3,2,4,26359b00-81fa-4f04-bcb5-d1f3955e72e7
Talk,2019-05-25,Khalid,9,12,8,14,31dc0c27-2927-48a6-b622-823c15f824b4
Without Me,2019-05-25,Halsey,10,8,1,32,888bb953-61ed-45e8-9c4f-33c3346dc16f
7 Rings,2019-05-25,Ariana Grande,11,10,1,17,3d87bbda-4f72-4a18-8906-545c2da6cc26
Sweet But Psycho,2019-05-25,Ava Max,12,13,11,22,745cc4a1-b551-44d1-9d47-cc6ef7ad97b9
If I Can't Have You,2019-05-25,Shawn Mendes,13,2,2,2,6dd2d92e-90f0-4f23-aab6-87316a653b4f
Middle Child,2019-05-25,J. Cole,14,14,4,17,3f48a631-dea1-480d-9433-f3b97e63246a
"Break Up With Your Girlfriend, I'm Bored",2019-05-25,Ariana Grande,15,15,2,14,f9223f2d-9dda-47b6-b924-ae83c861cab9
Suge,2019-05-25,DaBaby,16,22,16,7,c2f85f3b-7e61-4495-be2f-c853bb26c915
Happier,2019-05-25,Marshmello & Bastille,17,16,2,39,623b7611-08d9-4115-acd6-69f734dd3f24
Eastside,2019-05-25,"benny blanco, Halsey & Khalid",19,18,9,44,787087cb-cb94-442d-98dd-2eddc59f1f84
High Hopes,2019-05-25,Panic! At The Disco,20,20,4,41,f3e9f6f4-130c-420f-b90e-aa1bad4263b5
Whiskey Glasses,2019-05-25,Morgan Wallen,25,28,25,11,fac61a09-4c85-4583-8786-ad7c41b00c48
Pure Water,2019-05-25,Mustard & Migos,26,24,23,16,775b2382-638a-4bf8-bc72-1e838cd16fd5
Please Me,2019-05-25,Cardi B & Bruno Mars,27,23,3,13,71ca27bb-0354-48d6-a00b-0fa84c878bf6
Look Back At It,2019-05-25,A Boogie Wit da Hoodie,28,27,27,23,c8374c1a-8c6f-4f45-9b4e-59187679b983
Beer Never Broke My Heart,2019-05-25,Luke Combs,29,68,29,2,f93ab292-594b-4bdd-93dd-7abc8c905314
Sicko Mode,2019-05-25,Travis Scott,31,26,1,41,b7326a80-8332-4ee0-8238-d6737efba347
Act Up,2019-05-25,City Girls,33,29,29,11,7d2ef547-9835-484f-9143-a9afbe54a5b9
Pop Out,2019-05-25,Polo G Featuring Lil Tjay,34,39,34,8,a90d60b3-e647-4460-8258-e319f00c8e5d
Envy Me,2019-05-25,Calboy,35,35,31,22,4c13c951-2c72-4f02-a0d2-33768e997281
Beautiful Crazy,2019-05-25,Luke Combs,36,32,21,27,3b1894a2-7988-48fa-91d4-ae036272ef38
A Lot,2019-05-25,21 Savage,38,30,12,21,39fb60ce-0c92-4e72-930b-cc6c2d4efcee
Good As You,2019-05-25,Kane Brown,39,42,39,12,3854c9b2-8d8d-4700-8cd5-87f0cd996359
Eyes On You,2019-05-25,Chase Rice,45,38,38,13,050ca7bc-7cba-459a-bbd0-10bba97847f0
Drip Too Hard,2019-05-25,Lil Baby & Gunna,46,41,4,35,14983d93-0458-4064-a0ff-3248d57e6908
Bury A Friend,2019-05-25,Billie Eilish,47,46,14,16,82d33fb0-6ce8-4e5b-b89d-f61d3692529c
Look What God Gave Her,2019-05-25,Thomas Rhett,48,55,48,11,f07c7c8e-3f9b-4e11-b2cf-b9e59e211746
"Thank U, Next",2019-05-25,Ariana Grande,49,48,1,28,46d32ced-77f7-4f85-b38b-1b547dc0722b
Love Ain't,2019-05-25,Eli Young Band,50,60,50,5,00b87afb-f39f-430a-b22e-85a261468e21
Triggered,2019-05-25,Jhene Aiko,51,,51,1,a5748f2e-9ceb-4daa-8b61-2abe1b2cfda2
Murder On My Mind,2019-05-25,YNW Melly,52,49,14,17,fdb154f1-7019-476e-bfa9-b077e1cb1942
Rumor,2019-05-25,Lee Brice,53,57,53,10,eaa23edc-6d1c-475d-bca8-4efc9c5a31bf
Walk Me Home,2019-05-25,P!nk,54,58,49,11,0fce262b-e642-4444-b709-cde62dc680b3
Close Friends,2019-05-25,Lil Baby,56,54,28,29,5289ec9d-42ba-44ef-b5b6-40d2f0808efb
Baby Shark,2019-05-25,Pinkfong,57,62,32,20,88383c15-26f1-464e-9d47-768dc62c4937
Worth It,2019-05-25,YK Osiris,58,52,52,13,317ccbf3-e84b-40c0-a85d-1bc992dbc984
Sanguine Paradise,2019-05-25,Lil Uzi Vert,59,47,28,5,5d02cafc-0913-4853-a056-60ac0b0704d9
Cool,2019-05-25,Jonas Brothers,64,70,27,6,28a308df-f8e9-4a26-bfd9-a55feebb7049
Big Ole Freak,2019-05-25,Megan Thee Stallion,65,65,65,6,8b67f6cc-d637-4ba5-9160-fcc0997981eb
Don't Call Me Up,2019-05-25,Mabel,66,69,66,8,ce021c34-6cb5-4919-8849-58dc75764812
Night Shift,2019-05-25,Jon Pardi,68,56,56,13,9fb54cc1-10b2-46ac-8951-c43e46c3e122
Earth,2019-05-25,Lil Dicky,69,61,17,4,cfee49eb-e251-47a4-ad80-14221fb84b1d
GIRL,2019-05-25,Maren Morris,70,72,61,11,21b84faf-c629-4cf7-a535-bfc7a7ef1f00
Before I Let Go,2019-05-25,Beyonce,71,67,65,4,cb6e819a-ce5c-4f70-b32b-f60ed4401604
Girls Need Love,2019-05-25,Summer Walker X Drake,72,75,37,12,7af02def-5946-4ac9-9478-a3de97ee497e
Soltera,2019-05-25,"Lunay, Daddy Yankee & Bad Bunny",73,,73,1,b1c455e7-7b2f-404d-b6e7-1261f182d915
Here Tonight,2019-05-25,Brett Young,74,66,42,19,5cacd244-9c0d-410b-be1c-2000ce659b94
Robbery,2019-05-25,Juice WRLD,75,74,27,13,f13e6235-1579-452c-ba1e-f4d365abc7f1
Talk You Out Of It,2019-05-25,Florida Georgia Line,77,79,77,13,0051dafd-d42c-4809-9769-e65470ab3690
Love Someone,2019-05-25,Brett Eldredge,78,89,78,4,da04764a-c8f5-4115-ba30-b9dfb19a1d02
Knockin' Boots,2019-05-25,Luke Bryan,83,84,83,3,34b5e938-5d4c-40ef-acb4-e8bb8c386d58
Someone You Loved,2019-05-25,Lewis Capaldi,85,,85,1,b3aa767f-c9a0-452f-ba68-ff682e6acb3a
On My Way To You,2019-05-25,Cody Johnson,86,87,84,12,c9420dc8-1d90-444a-9caf-9e07863fdf62
Shot Clock,2019-05-25,Ella Mai,88,92,62,16,210589a9-8323-4ee7-836a-1c07b53080ae
I'm So Tired...,2019-05-25,Lauv & Troye Sivan,89,81,81,6,68ebb59e-3b88-4883-97d2-1d963203bbba
Ocean Eyes,2019-05-25,Billie Eilish,90,93,84,13,66009d92-7f29-4557-89f7-76770d180bf2
Paradise,2019-05-25,Bazzi,91,98,91,2,f0ef1181-1e67-4f53-9a50-6259901402bf
You Should See Me In A Crown,2019-05-25,Billie Eilish,92,86,41,8,81a7d737-df43-471f-b869-b1c763740af5
All To Myself,2019-05-25,Dan + Shay,93,96,93,2,e8d126c1-d46c-438c-be92-ed3406e91d24
Te Robare,2019-05-25,Nicky Jam X Ozuna,95,,95,1,285cb076-2586-4cf9-8167-9e52ee855548
Wish You Were Gay,2019-05-25,Billie Eilish,96,94,31,11,68aaf9b2-faaa-4593-9442-ffffc88ac820
That's A Rack,2019-05-25,Lil Uzi Vert,97,83,76,5,4798693c-3250-4a5e-be44-a4f9a06d32b0
Bad Guy,2019-06-01,Billie Eilish,3,4,3,8,694da04d-1ffc-435c-8b4b-59cc23ac8003
Sucker,2019-06-01,Jonas Brothers,4,3,1,12,a9b16d1e-3e23-452c-b7f3-e879cf6cbdd3
Talk,2019-06-01,Khalid,5,9,5,15,31dc0c27-2927-48a6-b622-823c15f824b4
Wow.,2019-06-01,Post Malone,6,5,2,22,1de0c612-7251-40bf-aec9-a53bb1157c06
Sunflower (Spider-Man: Into The Spider-Verse),2019-06-01,Post Malone & Swae Lee,7,6,1,31,b6df9d04-2303-4ec7-a416-367b06a026cb
Dancing With A Stranger,2019-06-01,Sam Smith & Normani,8,7,7,19,aa243e48-c9f6-4753-8b42-b2342bb8988b
ME!,2019-06-01,Taylor Swift Featuring Brendon Urie,9,8,2,5,26359b00-81fa-4f04-bcb5-d1f3955e72e7
Sweet But Psycho,2019-06-01,Ava Max,10,12,10,23,c1a2d915-98ea-46cd-950d-adb99b408826
Without Me,2019-06-01,Halsey,11,10,1,33,888bb953-61ed-45e8-9c4f-33c3346dc16f
7 Rings,2019-06-01,Ariana Grande,12,11,1,18,117b1f31-c252-46f8-829c-99ffea92838c
EARFQUAKE,2019-06-01,"Tyler, The Creator",13,,13,1,c3c6a3db-8876-449e-859d-62e1a0427df7
Suge,2019-06-01,DaBaby,14,16,14,8,c2f85f3b-7e61-4495-be2f-c853bb26c915
Nightmare,2019-06-01,Halsey,15,,15,1,35f9deaf-115c-4336-9971-5cee7563cf27
If I Can't Have You,2019-06-01,Shawn Mendes,16,13,2,3,6dd2d92e-90f0-4f23-aab6-87316a653b4f
Middle Child,2019-06-01,J. Cole,17,14,4,18,3f6861eb-7173-43e3-bd3b-242ab94fcde2
High Hopes,2019-06-01,Panic! At The Disco,22,20,4,42,f3e9f6f4-130c-420f-b90e-aa1bad4263b5
God's Country,2019-06-01,Blake Shelton,24,24,24,8,e0287d0e-9d09-4ced-9434-fb9c27d7d17d
Eastside,2019-06-01,"benny blanco, Halsey & Khalid",25,19,9,45,787087cb-cb94-442d-98dd-2eddc59f1f84
Whiskey Glasses,2019-06-01,Morgan Wallen,26,25,25,12,fac61a09-4c85-4583-8786-ad7c41b00c48
Pure Water,2019-06-01,Mustard & Migos,28,26,23,17,775b2382-638a-4bf8-bc72-1e838cd16fd5
Look Back At It,2019-06-01,A Boogie Wit da Hoodie,29,28,27,24,cc101b68-19c4-4dd2-be11-e4c0438130d4
Better,2019-06-01,Khalid,30,23,8,36,9b8fe367-124f-4ead-a03c-d2d5b890c507
Pop Out,2019-06-01,Polo G Featuring Lil Tjay,31,34,31,9,a90d60b3-e647-4460-8258-e319f00c8e5d
Sicko Mode,2019-06-01,Travis Scott,32,31,1,42,b7326a80-8332-4ee0-8238-d6737efba347
Please Me,2019-06-01,Cardi B & Bruno Mars,33,27,3,14,71ca27bb-0354-48d6-a00b-0fa84c878bf6
Act Up,2019-06-01,City Girls,34,33,29,12,7d2ef547-9835-484f-9143-a9afbe54a5b9
Shallow,2019-06-01,Lady Gaga & Bradley Cooper,36,22,1,34,31efbe4d-0e4c-47a4-9a77-a7e5ad0588f4
Beautiful Crazy,2019-06-01,Luke Combs,42,36,21,28,6d95ede5-1d26-43b4-b53a-56f2cbe0958b
Rumor,2019-06-01,Lee Brice,45,53,45,11,8d9c5da7-09a9-4b76-b6d9-23b314399416
A Lot,2019-06-01,21 Savage,46,38,12,22,39fb60ce-0c92-4e72-930b-cc6c2d4efcee
"Hey Look Ma, I Made It",2019-06-01,Panic! At The Disco,47,41,41,6,057c8042-8030-4070-b01b-b11b00817a0d
Look What God Gave Her,2019-06-01,Thomas Rhett,49,48,48,12,f07c7c8e-3f9b-4e11-b2cf-b9e59e211746
Thotiana,2019-06-01,Blueface,50,43,8,19,710f99d3-fa5d-4ab0-917d-374358e034c2
I Think,2019-06-01,"Tyler, The Creator",51,,51,1,08937107-2213-4e9f-8077-79542245fe9c
Eyes On You,2019-06-01,Chase Rice,54,45,38,14,e004cd0e-0e98-40e5-89ca-81cb185a64d5
Bury A Friend,2019-06-01,Billie Eilish,55,47,14,17,fedfbc44-559b-4676-ac8b-35fbebb0400f
Worth It,2019-06-01,YK Osiris,62,58,52,14,b286186b-0689-4236-a57b-3fbe7ef8d3bc
Sanguine Paradise,2019-06-01,Lil Uzi Vert,63,59,28,6,dc31586e-3785-42f3-8a0e-5a885fe6b6a5
Put A Date On It,2019-06-01,Yo Gotti Featuring Lil Baby,64,62,46,17,87953dbb-e60e-4582-9f9c-93ba28ceff3d
Running Out Of Time,2019-06-01,"Tyler, The Creator",65,,65,1,305c3e1b-2bdf-4257-889c-ed05fc3180c5
Love Ain't,2019-06-01,Eli Young Band,66,50,50,6,00b87afb-f39f-430a-b22e-85a261468e21
Igor's Theme,2019-06-01,"Tyler, The Creator",67,,67,1,2f16d6d7-09b9-406c-88c5-3445f6303d92
Cool,2019-06-01,Jonas Brothers,68,64,27,7,4fda2886-a689-4218-943f-568520bc1caa
GIRL,2019-06-01,Maren Morris,69,70,61,12,1ca45337-fca7-4dde-9eb6-a91f1efd26f4
New Magic Wand,2019-06-01,"Tyler, The Creator",70,,70,1,fab6581f-8d58-4c3b-8c29-82b36581ecae
Big Ole Freak,2019-06-01,Megan Thee Stallion,72,65,65,7,79dc9803-30cc-4aa8-b424-ee9d7ea43eac
A Boy Is A Gun,2019-06-01,"Tyler, The Creator",74,,74,1,a914c14d-18ef-45fa-8e6b-867886d7e14b
Soltera,2019-06-01,"Lunay, Daddy Yankee & Bad Bunny",76,73,73,2,b1c455e7-7b2f-404d-b6e7-1261f182d915
Knockin' Boots,2019-06-01,Luke Bryan,81,83,81,4,34b5e938-5d4c-40ef-acb4-e8bb8c386d58
Girls Need Love,2019-06-01,Summer Walker X Drake,82,72,37,13,7af02def-5946-4ac9-9478-a3de97ee497e
Love Someone,2019-06-01,Brett Eldredge,83,78,78,5,da04764a-c8f5-4115-ba30-b9dfb19a1d02
Robbery,2019-06-01,Juice WRLD,84,75,27,14,f13e6235-1579-452c-ba1e-f4d365abc7f1
What's Good,2019-06-01,"Tyler, The Creator",85,,85,1,70aacf61-07f9-4f59-aa4f-571d03f6419e
What If I Never Get Over You,2019-06-01,Lady Antebellum,86,,86,1,8bf1c752-dabb-439f-8290-9d0605a6216e
Shotta Flow,2019-06-01,NLE Choppa,87,81,81,5,286c68bb-66a8-4b8b-b850-1a3c72762af7
Puppet,2019-06-01,"Tyler, The Creator",88,,88,1,7cc1648b-0acc-4155-8b8c-20ff5d803ffd
Talk You Out Of It,2019-06-01,Florida Georgia Line,89,77,77,14,0051dafd-d42c-4809-9769-e65470ab3690
Night Shift,2019-06-01,Jon Pardi,90,68,56,14,9fb54cc1-10b2-46ac-8951-c43e46c3e122
Go Loko,2019-06-01,"YG, Tyga & Jon Z",92,79,71,3,3e011372-da42-41d4-b85e-c2b8d374c7fb
All To Myself,2019-06-01,Dan + Shay,93,93,93,3,e8d126c1-d46c-438c-be92-ed3406e91d24
Triggered,2019-06-01,Jhene Aiko,94,51,51,2,fb1ae390-3095-4479-9adf-f2a6874834ae
On My Way To You,2019-06-01,Cody Johnson,95,86,84,13,312ba774-9104-400e-99e6-5717a52c6911
Te Robare,2019-06-01,Nicky Jam X Ozuna,100,95,95,2,285cb076-2586-4cf9-8167-9e52ee855548
Bad Guy,2019-06-08,Billie Eilish,2,3,2,9,694da04d-1ffc-435c-8b4b-59cc23ac8003
Talk,2019-06-08,Khalid,3,5,3,16,31dc0c27-2927-48a6-b622-823c15f824b4
I Don't Care,2019-06-08,Ed Sheeran & Justin Bieber,4,2,2,3,09fe14ca-7734-4fa0-9365-8159d236d7af
Sucker,2019-06-08,Jonas Brothers,5,4,1,13,a9b16d1e-3e23-452c-b7f3-e879cf6cbdd3
Sunflower (Spider-Man: Into The Spider-Verse),2019-06-08,Post Malone & Swae Lee,6,7,1,32,74ce027a-e5a1-47f4-8997-68d89febca3f
Wow.,2019-06-08,Post Malone,7,6,2,23,a6d85260-c6fa-4099-9884-92a4f86f636c
Dancing With A Stranger,2019-06-08,Sam Smith & Normani,8,8,7,20,aa243e48-c9f6-4753-8b42-b2342bb8988b
Suge,2019-06-08,DaBaby,9,14,9,9,fde4aee5-feb2-4222-aef3-962834d80929
Sweet But Psycho,2019-06-08,Ava Max,10,10,10,24,745cc4a1-b551-44d1-9d47-cc6ef7ad97b9
ME!,2019-06-08,Taylor Swift Featuring Brendon Urie,11,9,2,6,26359b00-81fa-4f04-bcb5-d1f3955e72e7
The London,2019-06-08,"Young Thug, J. Cole & Travis Scott",12,,12,1,94853b83-5992-4744-a87b-d949b31cf775
Without Me,2019-06-08,Halsey,13,11,1,34,6333397f-2ecb-43d0-927c-adbc36c1bede
Middle Child,2019-06-08,J. Cole,18,17,4,19,3f48a631-dea1-480d-9433-f3b97e63246a
