song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
Along Came Jones,1969-08-09,Ray Stevens,27,27,27,7,28e1ef51-bbee-40f4-8d35-ed15bd1ee220
Reconsider Me,1969-08-09,Johnny Adams,28,28,28,7,86afaac4-b378-45da-acf2-9c97b2745187
The Ballad Of John And Yoko,1969-08-09,The Beatles,29,10,8,9,05ed9f4a-738a-4a2c-9fbe-9fc7ce6cab31
I'd Wait A Million Years,1969-08-09,The Grass Roots,30,41,30,6,336cf8a3-18b1-4906-8c9d-202fe8e5c35b
I'll Never Fall In Love Again,1969-08-09,Tom Jones,31,52,31,10,0fb7b9c2-1dfb-44b8-a766-26ec4b41be84
Workin' On A Groovy Thing,1969-08-09,The 5th Dimension,32,42,32,4,469a2dcf-d808-4ea3-9754-678eee239e94
Doggone Right,1969-08-09,Smokey Robinson & The Miracles,33,32,32,8,a82b8ffd-8b1c-4758-beab-52a5638d81f4
Commotion,1969-08-09,Creedence Clearwater Revival,34,71,34,2,eb8b96cb-47c6-4068-8cda-d19f6d2cd18c
Clean Up Your Own Back Yard,1969-08-09,Elvis Presley,35,37,35,6,1dcf36eb-132d-43bd-b7b8-95aa1361a12a
It's Getting Better,1969-08-09,Mama Cass,36,36,36,10,e13426a8-4984-40ec-bb3a-c03e92a3dfee
Marrakesh Express,1969-08-09,"Crosby, Stills & Nash",37,38,37,4,3ee06f09-8d0b-4f75-8236-80a2338a27ac
The Nitty Gritty,1969-08-09,Gladys Knight And The Pips,39,65,39,4,f2499187-279a-419b-ae4d-dcda0f889b0d
Share Your Love With Me,1969-08-09,Aretha Franklin,40,55,40,2,46e9da61-5b15-47a1-8124-33378a5bc05b
"Sugar, Sugar",1969-08-09,The Archies,41,67,41,3,3adda30e-400a-4446-b535-2c154a2c413f
"Abraham, Martin And John",1969-08-09,Smokey Robinson & The Miracles,47,46,33,6,3a77115a-2c0f-43df-bd2b-3637a575e839
Green River,1969-08-09,Creedence Clearwater Revival,48,70,48,2,0eac523b-8744-43c1-ad55-dee4345d96c4
On Campus,1969-08-09,Dickie Goodman,49,45,45,7,c4ce1792-0b2f-49f2-8095-5c2f9c4cddac
Abergavenny,1969-08-09,Shannon,50,72,50,5,7fe20180-e07a-4ca0-aee5-3c820f00127c
Your Good Thing (Is About To End),1969-08-09,Lou Rawls,51,61,51,4,c6176cab-f02a-4744-96d1-708b58c8250c
I'm Free,1969-08-09,The Who,52,60,52,4,582774f3-8c29-459b-bdce-2514932f6697
Birthday,1969-08-09,Underground Sunshine,53,56,53,4,48659b9c-2128-483b-a133-f5bbfd342037
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),1969-08-09,Candi Staton,55,53,46,8,9013a829-c3cf-4d7b-b62d-9e19350e13d1
"Don't Wake Me Up In The Morning, Michael",1969-08-09,Peppermint Rainbow,56,54,54,9,aa7ff93f-3276-423e-93c0-bde41e0cf0ed
Tell All The People,1969-08-09,The Doors,57,57,57,9,7a8584ce-2391-4c1b-b94c-3c84bc1505fa
I've Lost Everything I've Ever Loved,1969-08-09,David Ruffin,58,66,58,4,89fa9248-43fc-490d-ac41-52e280aed245
Hey Joe,1969-08-09,Wilson Pickett,59,62,59,5,67515589-7e68-4903-bf42-1d9cd7a8ea8f
Jack And Jill,1969-08-09,Tommy Roe,60,78,60,4,cc7b8051-adce-4097-904a-cc305a8ac637
Till You Get Enough,1969-08-09,The Watts 103rd Street Rhythm Band,67,74,67,4,62faa42b-9a15-4edb-8b27-1ff739276d94
"Out Of Sight, Out Of Mind",1969-08-09,Little Anthony And The Imperials,69,98,69,3,5ccbe1e5-5f11-41bb-91e3-34e30683b494
Simple Song Of Freedom,1969-08-09,Tim Hardin,70,81,70,2,500290b0-98ea-4e35-9b22-c64faa65c38c
Odds And Ends,1969-08-09,Dionne Warwick,71,79,71,3,c0d06f88-9ffc-4e9e-9c1c-41c0e6e96f7c
Let Yourself Go,1969-08-09,The Friends Of Distinction,72,85,72,3,cc9c1432-0ba9-4c32-a7e0-ac122b2e7781
Don't Tell Your Mama (Where You've Been),1969-08-09,Eddie Floyd,73,75,73,7,2e55904f-b862-4238-83b0-1e6e734efb76
Nothing Can Take The Place Of You,1969-08-09,Brook Benton,74,80,74,5,04cf4a26-3f15-48d0-b2cc-cfe48d598a71
Ease Back,1969-08-09,The Meters,75,76,75,3,51c0469f-1aee-40fc-80ec-e37f972b47d0
That's The Way God Planned It,1969-08-09,Billy Preston,76,84,76,2,edece12f-9516-4e00-ab7d-c394d7dc8af9
Easy To Be Hard,1969-08-09,Three Dog Night,77,,77,1,c63e79df-ba55-4548-b5a9-c4e046232821
Keem-O-Sabe,1969-08-09,The Electric Indian,78,91,78,2,e99c1c61-87a5-4878-8eaf-ccffb710ce3e
Hot Fun In The Summertime,1969-08-09,Sly & The Family Stone,79,,79,1,2d40c6a1-5055-44b3-be3f-089ccec4a52d
When I Die,1969-08-09,Motherlode,80,,80,1,60ec5c3c-6301-49d5-94db-ccde0963cc0b
First Hymn From Grand Terrace,1969-08-09,Mark Lindsay,81,83,81,3,7f651dfe-8a2e-41ac-92ff-5d58d0f81747
In My Room,1969-08-09,Sagittarius,86,89,86,2,027d1ccc-6b51-4417-b858-fc1ac5f35567
One Night Affair,1969-08-09,The O'Jays,87,,87,1,c14e8af3-c76a-4d1e-a211-43b09859a4de
I Take A Lot Of Pride In What I Am,1969-08-09,Dean Martin,88,,88,1,fd305d87-16f9-4185-9805-99a3c35df2be
In A Moment,1969-08-09,The Intrigues,89,100,89,2,f2b25797-a7f5-4a83-b5f2-87632b03f01b
Look At Mine,1969-08-09,Petula Clark,90,,90,1,d9eac7d4-cf60-4a51-a4bd-aa2192ec944f
Chelsea Morning,1969-08-09,Judy Collins,91,,91,1,905827f6-9d55-4abb-9ace-21217dd84fed
Let's Call It A Day Girl,1969-08-09,Bobby Vee,92,92,92,2,b68dd4a9-1896-4463-8a11-067fa0020b84
The Hunter,1969-08-09,Ike & Tina Turner,93,93,93,2,3e2922b5-f822-448b-82f7-f3500f2c3403
Let Me Be The Man My Daddy Was,1969-08-09,The Chi-lites,95,97,95,2,e7832d0c-b66c-4898-82ba-775144b6bc6d
You Made A Believer (Out Of Me),1969-08-09,Ruby Andrews,96,96,96,2,d69882ca-7948-48d1-a2e7-5ba1fc8b20e5
Questions 67 And 68,1969-08-09,Chicago,99,,99,1,fca60c5b-d0b3-450f-9c8b-aa35220ed64a
Who Do You Love,1969-08-09,Quicksilver Messenger Service,100,,100,1,0ef3e715-2c77-45ee-808f-cd171b2f9f6d
A Boy Named Sue,1969-08-16,Johnny Cash,5,7,5,4,3ac0d8b4-0ffc-4330-af1a-d54d5cf779e2
Put A Little Love In Your Heart,1969-08-16,Jackie DeShannon,6,9,6,8,4e3b0de2-2c1e-4968-8fde-fe6b9032fef0
"Ruby, Don't Take Your Love To Town",1969-08-16,Kenny Rogers & The First Edition,7,6,6,11,4d6ff49e-017a-4784-bbbf-b532673667d0
My Cherie Amour,1969-08-16,Stevie Wonder,8,8,4,12,2c643ed6-c4f9-4047-a15a-98522d73be26
What Does It Take (To Win Your Love),1969-08-16,Jr. Walker & The All Stars,9,4,4,14,f7706be8-9a26-44fd-bef4-6301f406082c
"Baby, I Love You",1969-08-16,Andy Kim,10,10,9,13,773988a6-6110-43f4-baf6-307df54949d6
Spinning Wheel,1969-08-16,"Blood, Sweat & Tears",11,11,2,12,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd
Laughing,1969-08-16,The Guess Who,12,20,12,6,90a53155-b8da-4546-9be7-1df9e248d874
Polk Salad Annie,1969-08-16,Tony Joe White,13,14,13,7,be9d1004-3aff-4c75-b5bd-99f3e233d9e4
Get Together,1969-08-16,The Youngbloods,14,21,14,16,e6b0351c-7c57-4384-9299-97827367a883
Green River,1969-08-16,Creedence Clearwater Revival,15,48,15,3,0eac523b-8744-43c1-ad55-dee4345d96c4
Lay Lady Lay,1969-08-16,Bob Dylan,16,19,16,6,c9aa4fad-5fff-403d-a69f-71b15ddee4d0
My Pledge Of Love,1969-08-16,The Joe Jeffrey Group,19,16,14,11,a1e07099-fa4f-4a62-bc95-109e49018d0c
I'll Never Fall In Love Again,1969-08-16,Tom Jones,25,31,25,11,f313dd05-237b-4544-a664-de87a719e605
"Yesterday, When I Was Young",1969-08-16,Roy Clark,26,25,19,10,a17ef108-1c52-40d3-85b7-b73999850e74
I'd Wait A Million Years,1969-08-16,The Grass Roots,27,30,27,7,336cf8a3-18b1-4906-8c9d-202fe8e5c35b
Color Him Father,1969-08-16,The Winstons,28,15,7,13,ea7f0f7b-07ca-477a-acf0-56e1074d2883
One,1969-08-16,Three Dog Night,29,18,5,16,3d26fbf5-fc55-4ba0-9bd4-eaf49de1197d
It's Getting Better,1969-08-16,Mama Cass,30,36,30,11,11f83b12-fdf8-4656-a768-26c970f087a0
Marrakesh Express,1969-08-16,"Crosby, Stills & Nash",31,37,31,5,3ee06f09-8d0b-4f75-8236-80a2338a27ac
Share Your Love With Me,1969-08-16,Aretha Franklin,32,40,32,3,ee0538b6-4064-4d50-883f-bc46ea55188a
Along Came Jones,1969-08-16,Ray Stevens,33,27,27,8,8c558913-ad4f-4c1b-b474-5c348e984fb1
Commotion,1969-08-16,Creedence Clearwater Revival,34,34,34,3,eb8b96cb-47c6-4068-8cda-d19f6d2cd18c
Clean Up Your Own Back Yard,1969-08-16,Elvis Presley,35,35,35,7,1dcf36eb-132d-43bd-b7b8-95aa1361a12a
Hurt So Bad,1969-08-16,The Lettermen,37,44,37,12,957ba0d6-7f9a-41e7-a471-1f941b406ee0
Reconsider Me,1969-08-16,Johnny Adams,38,28,28,8,86afaac4-b378-45da-acf2-9c97b2745187
The Nitty Gritty,1969-08-16,Gladys Knight And The Pips,39,39,39,5,308101e2-e212-43db-a462-c9a96b87cad7
Your Good Thing (Is About To End),1969-08-16,Lou Rawls,44,51,44,5,1e27743c-b8a2-458a-b53f-b8f4deaee09b
Muddy River,1969-08-16,Johnny Rivers,45,45,45,8,75a14558-e668-4632-9cab-488fe252072b
Did You See Her Eyes,1969-08-16,The Illusion,46,46,46,7,84f1d137-1a47-4938-bcc6-7b311163b246
Abergavenny,1969-08-16,Shannon,47,50,47,6,11e5d156-855e-434b-becb-86b1a815ac36
I'm Free,1969-08-16,The Who,48,52,48,5,582774f3-8c29-459b-bdce-2514932f6697
Keem-O-Sabe,1969-08-16,The Electric Indian,51,78,51,3,e99c1c61-87a5-4878-8eaf-ccffb710ce3e
Everybody Knows Matilda,1969-08-16,Duke Baxter,52,63,52,4,4605ac27-3996-4e97-afc0-7f8ada7112e0
Hot Fun In The Summertime,1969-08-16,Sly & The Family Stone,54,79,54,2,2d40c6a1-5055-44b3-be3f-089ccec4a52d
On Campus,1969-08-16,Dickie Goodman,55,49,45,8,c4ce1792-0b2f-49f2-8095-5c2f9c4cddac
Jack And Jill,1969-08-16,Tommy Roe,56,60,56,5,cc7b8051-adce-4097-904a-cc305a8ac637
Nobody But You Babe,1969-08-16,Clarence Reid,58,64,58,3,02a04563-6eb3-4338-936c-0f3ead2f675f
When I Die,1969-08-16,Motherlode,64,80,64,2,10fba9eb-c52b-41f3-807b-2d1de164fc3d
"Oh, What A Night",1969-08-16,The Dells,65,,65,1,cc9cb931-245f-4cee-b484-d89945d2e966
I Could Never Be President,1969-08-16,Johnnie Taylor,66,85,66,2,5d18b4d0-65e1-4251-a96f-8a36435908fe
Hey Joe,1969-08-16,Wilson Pickett,67,59,59,6,67515589-7e68-4903-bf42-1d9cd7a8ea8f
"Out Of Sight, Out Of Mind",1969-08-16,Little Anthony And The Imperials,68,69,68,4,5ccbe1e5-5f11-41bb-91e3-34e30683b494
Ease Back,1969-08-16,The Meters,69,75,69,4,51c0469f-1aee-40fc-80ec-e37f972b47d0
That's The Way God Planned It,1969-08-16,Billy Preston,71,76,71,3,edece12f-9516-4e00-ab7d-c394d7dc8af9
Jean,1969-08-16,Oliver,72,,72,1,2617f290-5c6d-4ffe-95d8-237e2b34739a
The Young Folks,1969-08-16,Diana Ross & The Supremes,73,82,73,3,16ce569d-1dcf-44a8-831b-bac90e7e5927
Till You Get Enough,1969-08-16,The Watts 103rd Street Rhythm Band,74,67,67,5,62faa42b-9a15-4edb-8b27-1ff739276d94
Nothing Can Take The Place Of You,1969-08-16,Brook Benton,75,74,74,6,b62c73e1-97b5-42bb-a8db-de10ca5991f9
I Do,1969-08-16,The Moments,76,,76,1,581c5db8-a405-4150-9495-c80dd408e495
Move Over,1969-08-16,Steppenwolf,77,,77,1,7091f8c0-e7af-4612-aa42-6e3e6a305ce5
Questions 67 And 68,1969-08-16,Chicago,78,99,78,2,fca60c5b-d0b3-450f-9c8b-aa35220ed64a
One Night Affair,1969-08-16,The O'Jays,82,87,82,2,c14e8af3-c76a-4d1e-a211-43b09859a4de
Chelsea Morning,1969-08-16,Judy Collins,83,91,83,2,905827f6-9d55-4abb-9ace-21217dd84fed
I Can't Get Next To You,1969-08-16,The Temptations,84,,84,1,c128ed23-8a73-43e4-b78e-652d8dcbf7f8
The Colour Of My Love,1969-08-16,Jefferson,86,,86,1,1b06790c-f425-4854-9cf7-4bc04b133211
What Kind Of Fool Do You Think I Am,1969-08-16,Bill Deal & The Rhondels,87,,87,1,1b19f728-9669-429c-a14e-2d94bc96c4bc
I Take A Lot Of Pride In What I Am,1969-08-16,Dean Martin,88,88,88,2,fd305d87-16f9-4185-9805-99a3c35df2be
Maybe The Rain Will Fall,1969-08-16,The Cascades,89,,89,1,3d8a5bd8-5bb6-49a1-bbba-cc91f0ada92b
Look At Mine,1969-08-16,Petula Clark,90,90,90,2,b62a33c2-0d6f-460b-b20f-b90562feb475
Muddy Mississippi Line,1969-08-16,Bobby Goldsboro,91,,91,1,9c993e35-0e77-48f5-a7bf-6b04f15969cc
Going In Circles,1969-08-16,The Friends Of Distinction,92,,92,1,43c9c04f-cae7-44e4-aace-c0d507cf2d3f
Let Me Be The Man My Daddy Was,1969-08-16,The Chi-lites,94,95,94,3,2b650293-2475-48fa-8ac3-84647348e6e9
Who Do You Love,1969-08-16,Quicksilver Messenger Service,95,100,95,2,0ef3e715-2c77-45ee-808f-cd171b2f9f6d
Any Way That You Want Me,1969-08-16,Evie Sands,100,,100,1,f8fd37be-5dc0-4b81-98fb-df2c10fdf08a
Honky Tonk Women,1969-08-23,The Rolling Stones,1,2,1,6,0af76497-fb09-4eb4-9092-f6939e55c0c0
A Boy Named Sue,1969-08-23,Johnny Cash,2,5,2,5,58794e7d-9a65-46a7-a843-670dec53bf73
Crystal Blue Persuasion,1969-08-23,Tommy James And The Shondells,3,3,2,12,6a6de7fb-a054-4eb7-b1cf-56a5243a3bd6
Sweet Caroline (Good Times Never Seemed So Good),1969-08-23,Neil Diamond,4,4,4,9,9f8eeb0b-235c-4f69-b22c-fcc0eca9f816
In The Year 2525,1969-08-23,Zager & Evans,5,1,1,10,e001c68c-5209-4d97-9c01-b805604c5b7c
Put A Little Love In Your Heart,1969-08-23,Jackie DeShannon,6,6,6,9,bedbd1cd-20a8-478c-8b03-36cd61226fe6
Green River,1969-08-23,Creedence Clearwater Revival,7,15,7,4,43df1ede-fc18-478a-89d1-3fdf88914bca
Polk Salad Annie,1969-08-23,Tony Joe White,8,13,8,8,a37843a7-ceab-4971-8814-98c2deebc610
Get Together,1969-08-23,The Youngbloods,9,14,9,17,e6b0351c-7c57-4384-9299-97827367a883
Laughing,1969-08-23,The Guess Who,10,12,10,7,90a53155-b8da-4546-9be7-1df9e248d874
"Ruby, Don't Take Your Love To Town",1969-08-23,Kenny Rogers & The First Edition,11,7,6,12,652298ae-b384-4b96-ba85-43c541c1c334
Lay Lady Lay,1969-08-23,Bob Dylan,12,16,12,7,c9aa4fad-5fff-403d-a69f-71b15ddee4d0
"Baby, I Love You",1969-08-23,Andy Kim,13,10,9,14,773988a6-6110-43f4-baf6-307df54949d6
"Sugar, Sugar",1969-08-23,The Archies,14,24,14,5,3adda30e-400a-4446-b535-2c154a2c413f
I'll Never Fall In Love Again,1969-08-23,Tom Jones,19,25,19,12,73f317ce-bb4f-4a15-9fad-61eb069b6dd2
Workin' On A Groovy Thing,1969-08-23,The 5th Dimension,20,22,20,6,469a2dcf-d808-4ea3-9754-678eee239e94
Choice Of Colors,1969-08-23,The Impressions,21,21,21,9,47d55b79-f35b-46c3-a761-f4f1b4ac2ead
Soul Deep,1969-08-23,The Box Tops,24,41,24,8,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4
Spinning Wheel,1969-08-23,"Blood, Sweat & Tears",25,11,2,13,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd
I'd Wait A Million Years,1969-08-23,The Grass Roots,26,27,26,8,5dec74da-56e9-480d-bf80-4659be06dbe2
Birthday,1969-08-23,Underground Sunshine,27,43,27,6,48659b9c-2128-483b-a133-f5bbfd342037
Marrakesh Express,1969-08-23,"Crosby, Stills & Nash",28,31,28,6,c1960d81-7ce7-4cfe-96ea-59dc524d6343
Hurt So Bad,1969-08-23,The Lettermen,29,37,29,13,957ba0d6-7f9a-41e7-a471-1f941b406ee0
The Nitty Gritty,1969-08-23,Gladys Knight And The Pips,30,39,30,6,b855a4bb-d701-4291-829f-00acf0ceeb76
Share Your Love With Me,1969-08-23,Aretha Franklin,31,32,31,4,ee0538b6-4064-4d50-883f-bc46ea55188a
Commotion,1969-08-23,Creedence Clearwater Revival,32,34,32,4,faf6c6cd-f4bd-4722-9919-f9e078ca8dd1
My Pledge Of Love,1969-08-23,The Joe Jeffrey Group,33,19,14,12,a1e07099-fa4f-4a62-bc95-109e49018d0c
Keem-O-Sabe,1969-08-23,The Electric Indian,39,51,39,4,e99c1c61-87a5-4878-8eaf-ccffb710ce3e
"Oh, What A Night",1969-08-23,The Dells,40,65,40,2,796783ab-252c-4889-b21d-51e1243a7bf9
Muddy River,1969-08-23,Johnny Rivers,41,45,41,9,3a382259-b13d-4b0a-a123-35b5eb0f1f3c
Hot Fun In The Summertime,1969-08-23,Sly & The Family Stone,42,54,42,3,a9969ce5-e51f-4a42-a947-74f8dde136df
Your Good Thing (Is About To End),1969-08-23,Lou Rawls,43,44,43,6,c6176cab-f02a-4744-96d1-708b58c8250c
Jean,1969-08-23,Oliver,44,72,44,2,a2951b49-bc0d-41e7-9b69-4496b2d58b7d
Nobody But You Babe,1969-08-23,Clarence Reid,46,58,46,4,053ca0f2-aaab-4c82-83cb-fa8bc7f0e15d
Abergavenny,1969-08-23,Shannon,47,47,47,7,2dbb2503-b211-45e7-8678-d0cb8851c18a
I Can't Get Next To You,1969-08-23,The Temptations,48,84,48,2,cb51772d-5b2b-4eec-aaf5-febb97de9c25
Everybody's Talkin',1969-08-23,Nilsson,49,79,49,2,bb328cad-ff2f-4745-bfae-62af65e8d6f5
Everybody Knows Matilda,1969-08-23,Duke Baxter,52,52,52,5,1fb8f356-915c-426d-baff-7fd0ac8a9728
Odds And Ends,1969-08-23,Dionne Warwick,53,59,53,5,9d71714b-4c5c-4cd6-9396-e42a07db4dd0
I Could Never Be President,1969-08-23,Johnnie Taylor,59,66,59,3,5d18b4d0-65e1-4251-a96f-8a36435908fe
I'm A Better Man,1969-08-23,Engelbert Humperdinck,60,,60,1,cb722569-633e-44e0-9b9d-ece7bac2eb07
Ease Back,1969-08-23,The Meters,61,69,61,5,5ba2d379-c428-42b1-99e0-64dc81dfee53
That's The Way God Planned It,1969-08-23,Billy Preston,62,71,62,4,edece12f-9516-4e00-ab7d-c394d7dc8af9
In A Moment,1969-08-23,The Intrigues,63,80,63,4,f2b25797-a7f5-4a83-b5f2-87632b03f01b
Let Yourself Go,1969-08-23,The Friends Of Distinction,64,63,63,5,cc9c1432-0ba9-4c32-a7e0-ac122b2e7781
What Kind Of Fool Do You Think I Am,1969-08-23,Bill Deal & The Rhondels,65,87,65,2,1b19f728-9669-429c-a14e-2d94bc96c4bc
I'm Gonna Make You Mine,1969-08-23,Lou Christie,66,,66,1,9384a525-d242-4c73-af04-31fbd072b99a
This Girl Is A Woman Now,1969-08-23,Gary Puckett And The Union Gap,67,,67,1,35b9d136-6434-4beb-9d10-cbea827d1070
I Do,1969-08-23,The Moments,68,76,68,2,581c5db8-a405-4150-9495-c80dd408e495
The Young Folks,1969-08-23,Diana Ross & The Supremes,69,73,69,4,16ce569d-1dcf-44a8-831b-bac90e7e5927
Muddy Mississippi Line,1969-08-23,Bobby Goldsboro,70,91,70,2,9c993e35-0e77-48f5-a7bf-6b04f15969cc
Questions 67 And 68,1969-08-23,Chicago,71,78,71,3,e9dd1108-a76f-4284-b0b6-47dc1f00531e
One Night Affair,1969-08-23,The O'Jays,72,82,72,3,c14e8af3-c76a-4d1e-a211-43b09859a4de
Little Woman,1969-08-23,Bobby Sherman,73,,73,1,bb893453-96a5-4043-b7a6-4c8fcebd1fe4
Chelsea Morning,1969-08-23,Judy Collins,78,83,78,3,680b75e4-543d-4950-b295-13980a308689
Maybe The Rain Will Fall,1969-08-23,The Cascades,79,89,79,2,3d8a5bd8-5bb6-49a1-bbba-cc91f0ada92b
"You, I",1969-08-23,The Rugbys,81,,81,1,59e5d9d1-79af-408c-8435-72ac9cf985a7
The Train,1969-08-23,1910 Fruitgum Co.,82,,82,1,f3b94cbf-7c7d-49b8-a87b-843d2d249797
Lodi,1969-08-23,Al Wilson,83,,83,1,7d23400a-6656-4e73-8d30-2d9e9d6947ca
The Colour Of My Love,1969-08-23,Jefferson,85,86,85,2,1b06790c-f425-4854-9cf7-4bc04b133211
Here I Go Again,1969-08-23,Smokey Robinson & The Miracles,88,,88,1,6a8f81a1-c20f-4f89-9d71-021d492d19e6
Look At Mine,1969-08-23,Petula Clark,89,90,89,3,b62a33c2-0d6f-460b-b20f-b90562feb475
Going In Circles,1969-08-23,The Friends Of Distinction,90,92,90,2,43c9c04f-cae7-44e4-aace-c0d507cf2d3f
Who Do You Love,1969-08-23,Quicksilver Messenger Service,91,95,91,3,0ef3e715-2c77-45ee-808f-cd171b2f9f6d
Oh How Happy,1969-08-23,Blinky & Edwin Starr,92,99,92,2,b7523ae4-bbd7-4b86-b558-8b1e33507292
You Got Yours And I'll Get Mine,1969-08-23,The Delfonics,97,97,97,2,f443abf4-6c8e-433b-92fd-fee530bcbcb1
Green Fields,1969-08-23,The Vogues,98,,98,1,e7c7b7f3-7ff6-4737-99be-bf1482c2f913
All I Have To Offer You (Is Me),1969-08-23,Charley Pride,99,,99,1,4934140d-b850-4e53-be06-1892194743b9
Memphis Train,1969-08-23,Buddy Miles Express,100,,100,1,9760f0ed-06d9-4cba-9f9b-75368d04c49a
Honky Tonk Women,1969-08-30,The Rolling Stones,1,1,1,7,0af76497-fb09-4eb4-9092-f6939e55c0c0
A Boy Named Sue,1969-08-30,Johnny Cash,2,2,2,6,58794e7d-9a65-46a7-a843-670dec53bf73
"Sugar, Sugar",1969-08-30,The Archies,3,14,3,6,3adda30e-400a-4446-b535-2c154a2c413f
Put A Little Love In Your Heart,1969-08-30,Jackie DeShannon,4,6,4,10,ce672b84-9143-40e4-a561-33bb959bf386
Sweet Caroline (Good Times Never Seemed So Good),1969-08-30,Neil Diamond,5,4,4,10,3d34cf25-8ba6-4821-a968-b8041048a081
Get Together,1969-08-30,The Youngbloods,6,9,6,18,6f65aee5-53a9-422e-8fc5-11c5526f4018
Green River,1969-08-30,Creedence Clearwater Revival,7,7,7,5,0eac523b-8744-43c1-ad55-dee4345d96c4
In The Year 2525,1969-08-30,Zager & Evans,8,5,1,11,b229a4bb-ff3d-4259-9972-2651776462ec
Lay Lady Lay,1969-08-30,Bob Dylan,9,12,9,8,c9aa4fad-5fff-403d-a69f-71b15ddee4d0
Crystal Blue Persuasion,1969-08-30,Tommy James And The Shondells,10,3,2,13,87b0692e-8ce0-48dc-9636-8e51cbd1313a
Polk Salad Annie,1969-08-30,Tony Joe White,11,8,8,9,a37843a7-ceab-4971-8814-98c2deebc610
Give Peace A Chance,1969-08-30,Plastic Ono Band,15,15,15,6,066111ff-e80a-4fac-8ff1-1b4a7f80c1a4
"Baby, I Love You",1969-08-30,Andy Kim,16,13,9,15,76312017-2fe5-4433-a708-fc59fff2f988
I'd Wait A Million Years,1969-08-30,The Grass Roots,17,26,17,9,336cf8a3-18b1-4906-8c9d-202fe8e5c35b
Soul Deep,1969-08-30,The Box Tops,18,24,18,9,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4
Hurt So Bad,1969-08-30,The Lettermen,19,29,19,14,044747f6-e1d4-4dfd-9931-d29b67273c75
Workin' On A Groovy Thing,1969-08-30,The 5th Dimension,20,20,20,7,469a2dcf-d808-4ea3-9754-678eee239e94
My Cherie Amour,1969-08-30,Stevie Wonder,21,16,4,14,97154660-c10b-438a-a4d8-fe2309a400fc
"Ruby, Don't Take Your Love To Town",1969-08-30,Kenny Rogers & The First Edition,22,11,6,13,652298ae-b384-4b96-ba85-43c541c1c334
Share Your Love With Me,1969-08-30,Aretha Franklin,23,31,23,5,46e9da61-5b15-47a1-8124-33378a5bc05b
The Nitty Gritty,1969-08-30,Gladys Knight And The Pips,24,30,24,7,b855a4bb-d701-4291-829f-00acf0ceeb76
Choice Of Colors,1969-08-30,The Impressions,25,21,21,10,370ca19a-4c7d-4b46-b383-3d89d5444020
What Does It Take (To Win Your Love),1969-08-30,Jr. Walker & The All Stars,26,17,4,16,5e0474f5-ee34-424f-8c03-b1b121f10608
Birthday,1969-08-30,Underground Sunshine,27,27,27,7,48659b9c-2128-483b-a133-f5bbfd342037
Keem-O-Sabe,1969-08-30,The Electric Indian,28,39,28,5,e99c1c61-87a5-4878-8eaf-ccffb710ce3e
"Oh, What A Night",1969-08-30,The Dells,29,40,29,3,cc9cb931-245f-4cee-b484-d89945d2e966
Did You See Her Eyes,1969-08-30,The Illusion,34,36,34,9,84f1d137-1a47-4938-bcc6-7b311163b246
Commotion,1969-08-30,Creedence Clearwater Revival,35,32,32,5,eb8b96cb-47c6-4068-8cda-d19f6d2cd18c
Hot Fun In The Summertime,1969-08-30,Sly & The Family Stone,36,42,36,4,2d40c6a1-5055-44b3-be3f-089ccec4a52d
I'm Free,1969-08-30,The Who,37,37,37,7,788787b8-be47-43e4-98bf-273c7b0121cd
True Grit,1969-08-30,Glen Campbell,38,35,35,6,f5a4e401-9495-4398-adf9-53796024203d
It's Getting Better,1969-08-30,Mama Cass,40,34,30,13,1e6a5ac2-d6eb-4b22-a1a0-29db463c579e
Move Over,1969-08-30,Steppenwolf,42,58,42,3,7091f8c0-e7af-4612-aa42-6e3e6a305ce5
This Girl Is A Woman Now,1969-08-30,Gary Puckett And The Union Gap,43,67,43,2,35b9d136-6434-4beb-9d10-cbea827d1070
Everybody's Talkin',1969-08-30,Nilsson,44,49,44,3,bb328cad-ff2f-4745-bfae-62af65e8d6f5
Nobody But You Babe,1969-08-30,Clarence Reid,45,46,45,5,053ca0f2-aaab-4c82-83cb-fa8bc7f0e15d
When I Die,1969-08-30,Motherlode,47,55,47,4,60ec5c3c-6301-49d5-94db-ccde0963cc0b
Odds And Ends,1969-08-30,Dionne Warwick,48,53,48,6,c0d06f88-9ffc-4e9e-9c1c-41c0e6e96f7c
"Out Of Sight, Out Of Mind",1969-08-30,Little Anthony And The Imperials,53,56,53,6,5ccbe1e5-5f11-41bb-91e3-34e30683b494
Abergavenny,1969-08-30,Shannon,54,47,47,8,2dbb2503-b211-45e7-8678-d0cb8851c18a
What Kind Of Fool Do You Think I Am,1969-08-30,Bill Deal & The Rhondels,55,65,55,3,1b19f728-9669-429c-a14e-2d94bc96c4bc
I Could Never Be President,1969-08-30,Johnnie Taylor,56,59,56,4,165af091-63de-416a-9097-729f1afbe788
In A Moment,1969-08-30,The Intrigues,57,63,57,5,187d18e9-74b4-4338-a835-a50c6f7902c0
